book_id,author_id,filename,title,authors,isbn,pages,publisher,language,description,keywords,pub_type,cover_image
c249b77d8047cb31cbfda9cf7c6fdd99,0,,"Adolpho Lutz - Entomologia – Tabanídeos - v. 2, Livro 2","Benchimol, Jaime Larry (org.); Sá, Magali Romero (org.)",9788575414088,704,SciELO Books - Editora FIOCRUZ,PT,,"Pessoas famosas, Adolpho Lutz, Entomologia, Dípteros, História da medicina do século 20",book,
b9ac13767fc006f79e33e645c0529fa3,0,,Animal Metropolis: Histories of Human-Animal Relations in Urban Canada,Joanna Dean (Editor) ; Darcy Ingram (Editor); Christabelle Sethna (Editor),9781552388655,358,University of Calgary Press,English,,History;  Animals;  Environmental Science;  Anthropology,book,
e27f8dc53cf70fe7c15e3e69530090a8,0,,Arquivos da loucura: Juliano Moreira e a descontinuidade histórica da psiquiatria,"Portocarrero, Vera",9788575413883,152,SciELO Books - Editora FIOCRUZ,PT,,"Psiquiatria - história - Brasil, Transtornos mentais, Prática profissional",book,
51bf26723d017ac6bbcf259eb535d088,0,,Atlas de dermatologia em povos indígenas,"Rodrigues, Douglas A.; Tomimori, Jane; Floriano, Marcos C.; Mendonça, Sofia",9788561673680,160,SciELO Books - Editora Fap-Unifesp,PT,,"Atlas, Dermatopatias, Índios Sul Americanos",book,
02825ebdeded011a8543909ba92d10ff,0,,"Ciência, universidade e ideologa: a política do conhecimento","Schwartzman, Simon",9788599662502,142,SciELO Books - Centro Edelstein,PT,,Centro Edelstein,book,
8652d2e8c756683db3dbbde4ea4753be,0,,Equidade e saúde: contribuições da epidemiologia,"Barata, Rita Barradas (org.); Barreto, Maurício Lima (org.); Almeida Filho, Naomar de (org.); Veras, Renato Peixoto (org.)",9788575412640,260,SciELO Books - Editora FIOCRUZ,Pt,,"Epidemiologia, Política social, Mortalidade",book,
05685c68754241bae19b59eeb7319fae,0,,Erário Mineral - Vol. 1 e 2,"Furtado, Júnior Ferreira (org.)",9788575412404,821,SciELO Books - Editora FIOCRUZ,PT,,"Medicina - Minas Gerais - século XVIII, História econômica - Minas Gerais - século XVIII, Condições de vida - Minas Gerais - século XVIII, Medicamento - Minas Gerais - século XVIII, Doenças - minas Gerais - século XVIII",book,
ce788b2ac1a77a5b980fe41f8ee54924,0,,"Febre amarela: a doença e a vacina, uma história inacabada","Benchimol, Jaime Larry (coord.)",9788575413951,470,SciELO Books - Editora FIOCRUZ,PT,,"Vacina contra febre amarela-história, Febre amarela-história, febre amarela-prevenção & controle",book,
1f8743f252e546de59185187122e0370,0,,Formação de pessoal de nível médio para a saúde: desafios e perspectivas,Escola Politécnica de Saúde Joaquim Verâncio,9788575412671,224,SciELO Books - Editora FIOCRUZ,PT,,Pessoal técnico de saúde-educação,book,
9aae889f7b323d9fd1b74eec4b36edb2,0,,La métallurgie,André Pineau; Yves Quéré,9782759805389,,EDP SCIENCES,French,,Metallurgy,book,
49d9a954f84e3a31c632b4e5abe9a5dc,0,,La recherche face aux défis de l'énergie,Académie des sciences,9782759808267,,EDP SCIENCES,French,,Energy,book,
01d643910c22e9eb287f6aa660ce5886,0,, Laboratory of Ion Beam Physics ETH – Annual Report 2016,"Eidgenössische Technische Hochschule, Zürich (Hrsg.) ",9783952454251,130,LIBRUM Publishers & Editors LLC,English,,"physics, ion beam, ETH, C14, Radiocarbon",book,
530e64f6f4ce93c8ff15f35fd8c54e48,0,,Les cycles biogéochimiques et écosystèmes continentaux,Georges Pedro,9782868839381,,EDP SCIENCES,French,,Biochemistry,book,
59b9af6b1c60661180db75294ac794df,0,Soulignac_Les Scories de forge du Pays dogon_THESE.pdf," Les Scories de forge du Pays dogon (Mali) Entre ethnoarchéologie, archéologie expérimentale et archéométrie","Soulignac, Raphaëlle",9783952454299,209,LIBRUM Publishers & Editors LLC,French,,"Archaeology, metallurgy, Mali, thesis, archaeometallurgy, metal",book,
4eb6e3fede90d0da0cac70dafc2753d6,0,,L’épidémiologie humaine, A.J. Valleron,286883888X,,EDP SCIENCES,French,,Medical,book,
139f20299d0c90ce7f352e3d7b36c3c9,0,,"Mãos à obra, Brasil: proposta de governo","Cardoso, Fernando Henrique",9788599662663,136,SciELO Books - Centro Edelstein,PT,,Centro Edelstein,book,
3d6c6c93bff56bc239956d9d01ada142,0,, Slide 1	 Les Scories de forge du Pays dogon (Mali)	 Les Scories de forge du Pays dogon (Mali) – Annexe,"Soulignac, Raphaëlle  ",9783906897028,,LIBRUM Publishers & Editors LLC,French,,,book,
2241358efad961fb8fd17147c913feb7,0,,Sociedad civil y democracia en América Latina: crisis y reinvención de la política,"Sorj, Bernardo (ed.); Oliveira, Miguel Darcy de (ed.)",9788599662205,257,SciELO Books - Centro Edelstein,ES,,Centro Edelstein,book,
0515163dd41479ed1a9c7117644b3aed,0,,"Teoria epidemiológica hoje: fundamentos, interfaces e tendências","Almeida Filho, Naomar de (org.); Barreto, Maurício Lima (org.); Veras, Renato Peixoto (org.); Barata, Rita Barradas (org.)",9788575412794,256,SciELO Books - Editora FIOCRUZ,PT,,Epidemiologia,book,
335edda40f7cbdc526460b636b314b99,0,,Tópicos em malacologia médica,"Barbosa, Frederico Simões (org.)",9788575414019,314,SciELO Books - Editora FIOCRUZ,PT,,Moluscos,book,
8776538584e4ac5761a8746476b0a596,0,,"Turismo, cultura e desenvolvimento","Brasileiro, Maria Dilma Simões; Medina, Julio César Cabrera; Coriolano, Luiza Neide",9788578791940,240,SciELO Books - EDUEPB,PT,,"Turismo, Desenvolvimento Regional, Desenvolvimento e cultura, Turismo e cultura",book,
501974b61649c39294b20acc9acb2a6d,0,,"""""Livre de mes Anciens grand pères""""",Martine Barilly-Leguy,9782753501195 9782753531451,,Presses universitaires de Rennes,fr,,"histoire familiale, Ancien régime, magistrature, histoire de France",book,
4016d98e42a84e17f68a8b99ea9b3344,0,,"""... allerlei für die Nationalbibliothek zu ergattern..."" : Eine österreichische Institution in der NS-Zeit","Hall ,Murray G.; Köstner ,Christa",9783205775041,617 Seiten,Böhlau,de,,"National Library, Book Looting, Library History, National Socialism, 1938 - 1945",book,
9a0e57e8d0342b83e38b1a10a69a6c15,0,,"""... die Kunst zu sehn"" - Arthur Schopenhauers Mitschriften der Vorlesungen Johann Friedrich Blumenbachs (1809-1811)","Schopenhauer, Arthur; Stollberg, Jochen; Böker, Wolfgang",9783863951399,157,Universitätsverlag Göttingen,German,,History of the University; Arthur Schopenhauer; Johann Friedrich Blumenbach; Lecture Notes; Göttingen; Natural Sciences; History of the University; Arthur Schopenhauer; Johann Friedrich Blumenbach; Lecture Notes; Göttingen; Natural Sciences,book,
ee2863235456dbd60a502e02c0804324,0,,"""... mein Acker ist die Zeit"": Aufsätze zur Umweltgeschichte","Herrmann, Bernd",9783941875999,502,Universitätsverlag Göttingen,German,,environmental history; environmental history,book,
803aa023cd2bfee624acd6bdbde07420,0,,"""Adieu ihr lieben Schwarzen"" : Gesammelte Schriften des Tiroler Afrika-Missionars Franz Mayr (1865-1914)","Gütl ,Clemens",9783205771449,416 Seiten,Böhlau,de,,"cultural anthropology, Africa, catholic missionar, Franz Mayr",book,
88f1f6224bff459915005f1aa59588fe,0,,"""Apaisement"" in Asien. Frankreich und der Fernostkonflikt 1937-1940","Nies, Volker",9783486850444 9783486590128,590,De Gruyter,German,,,book,
362c247a66d8d2a3a6d9f4369e2a64b8,0,,"""Behinderung"" im Dialog zwischen Recht und Humangenetik","Duttge, Gunnar; Engel, Wolfgang; Zoll, Barbara",9783863951504,157,Universitätsverlag Göttingen,German,,Disability; Human Genetics; Social Ethics; Medical Law; Disability; Human Genetics; Social Ethics; Medical Law,book,
57843761703a8e4cae681d09da3928da,0,,"""Der französischen Sprache mächtig"". Kommunikation im Spannungsfeld von Sprachen und Kulturen im Königreich Westphalen 1807-1813","Paye, Claudie",9783486717297,600,De Gruyter,German,,,book,
2af23e0a70e3bbab269cc0aad0648542,0,,"""Écrire un seul livre, sans cesse renouvelé"" : Jorge Sempruns literarische Auseinandersetzung mit Buchenwald","Neuhofer ,Monika",9783465035015,364 Seiten,Vittorio Klostermann GmbH,de,,"Jorge Semprun, Memory, Holocaust-Literature, Intertextuality, Buchenwald, Identity",book,
204231136eb732f0145660bb35328acb,0,,"""Eine Medicinische Facultät in Flor bringen"" - zur Geschichte der Medizinischen Fakultät der Georg-August-Universität Göttingen","Zimmermann, Volker",9783940344984,143,Universitätsverlag Göttingen,German,,History of the University Hospital Goettingen; The Faculty of Medicine of the Georg-August-University Goettingen; History of the University Hospital Goettingen; The Faculty of Medicine of the Georg-August-University Goettingen,book,
d03c59a203cc1299308c747142c898f2,0,,"""Faire des sujets du roi"". Rechtspolitik in Metz, Toul und Verdun unter französischer Herrschaft (1552-1648)","Petry, Christine",9783486840148 9783486579819,334,De Gruyter,German,,,book,
c192fc14a252ed0abfc6c777d0c6b0a9,0,,"""Fit im Forst"" - eine bewegungsbezogene Intervention für Forstwirte","Rudolph, Sabrina",9783863951047,291,Universitätsverlag Göttingen,German,,Forest Work; Back Pain; Intervention; Sports; Balance Training; Physical Stress; Forest Work; Back Pain; Intervention; Sports; Balance Training; Physical Stress,book,
8921b90c3a7578fb328fb8434bfbe78b,0,,"The ""I"" of the Storm. Understanding the Suicidal Mind","Lester, David",9783110374827 9783110399226,169,De Gruyter,English,,Suicide;  diaries;  suicide notes,book,
c26b436dae58e218fbfc948e34d8168f,0,,"Das ""Janusgesicht"" der Menschenwürde - Regulierung im Spannungsfeld von Medienrecht und Medienethik Öffentliche Antrittsvorlesung am 28. Mai 2014 an der Georg-August-Universität Göttingen","Erdemir, Murad",9783863951795,35,Universitätsverlag Göttingen,German,,inaugural lecture; Human dignity; Ethics; Law; Media Law; inaugural lecture; Human dignity; Ethics; Law; Media Law,book,
f935df8c7a045554dde563823d6b2400,0,,"A ""Labyrinth of Linkages"" in Tolstoy's ""Anna Karenina""","Browning ,Gary L.",9781936235186 9781936235476 9781618116796,,Academic Studies Press,English,,Arts; Literary Criticism,book,
61511a6f559f189114c0a1d756887273,0,,"""Le mani sulla legge"": il lobbying tra free speech e democrazia",Riccardo De Caria,9788867056118,360,Ledizioni - LediPublishing,Italian,,,book,
578804c8c6bfeae4e4f66996fa98e4df,0,,"Il ""Libro di lettere"" di Girolamo Borsieri",Paolo Vanoli,9788867052899,320,Ledizioni - LediPublishing,italian,,,book,
dc982b32ead7df9a003d8bc138830530,0,,"""Meio quilo de gente"": um estudo antropológico sobre ultra-som obstétrico","Chazan, Lilian Krakowski",9788575413388,230,SciELO Books - Editora FIOCRUZ,pt,,JUVENILE NONFICTION,book,
5cf01dd423b326a72f1f39c05ce2173f,0,,"""Não é só a torcida organizada"": o que os  torcedores organizados têm a dizer sobre a violência no futebol?","Palhares, Marcelo Fadori Soares; Schwartz, Gisele Maria",9788579837425,128,SciELO Books - Editora UNESP,pt,,SPORTS & RECREATION,book,
b8eedb4d29ddff61c658c5066e8eee6c,0,,"""Ob Dir es sauer wird mit Deiner Nahrung und Ackerwerk, das laß Dich nicht verdrießen, denn Gott hat es also geschaffen"" - Gottfreid Dietrich Wilhelm Berthold (1854 - 1937) Ein Beitrag zur Geschichte der Biologie an der Georgia Augusta Göttingen","Ruttig, Katharina; Friedl, Thomas; Wissemann, Volker",9783863950224,159,Universitätsverlag Göttingen,German,,Berthold; history of science; biology; biographical works; history of university institutions; Berthold; history of science; biology; biographical works; history of university institutions,book,
b759fe915b8d1131d96ac72718f42110,0,,"""One rotten apple spoils the whole barrel"": The plant hormone ethylene, the small molecule and its complexity",Domenico De Martinis; Tomotsugu Koyama; Caren Chang,9782889196234,132,Frontiers Media SA,English,,ethylene; C2H4; Plant hormone; Plant Biochemistry; Plant molecular biology; plant physiology; Plant Pathology; Plant Stress; plant development; plant reproduction,book,
17cadab714c863f0fab0a00ae65e0b40,0,,"""Politique de la grandeur"" versus ""Made in Germany"". Politische Kulturgeschichte der Technik am Beispiel der PAL-SECAM-Kontroverse","Fickers, Andreas",9783486581782 9783486842289,436,De Gruyter,German,,,book,
fbd4ff0e761d448ac98e70048a3b0b5e,0,,"""Production Ergonomics : Designing Work Systems to Support Optimal Human Performance""",,9781911529125 9781911529132 9781911529149 9781911529156,296,Ubiquity Press,English,,Ergonomics; Human factors; Production; Manufacturing; Work environment; Safety,book,
3cc7716c9df7a468c8f06922897e1fcf,0,,"""Schönheit gibt es nur noch im Kampf"" - Zum Verhältnis von Gewalt und Ästhetik im italienischen Futurismus","Hans, Henrike",9783863952426,,Universitätsverlag Göttingen,German,,Italian Futurism; aesthetics; painting; Italian Futurism; aesthetics; painting,book,
0850dc3538969132405a8f3e133ff9a8,0,,"""Spongy, slimy, cosy & more"" - Commemorative Volume in Celebration of the 60th Birthday of Joachim Reitner","Wiese, Frank; Reich, Mike; Arp, Gernot",9783863951658,,Universitätsverlag Göttingen,English,,geobiology; geology; palaeontology.; geobiology; geology; palaeontology.,book,
551cc8c8c865db3a58ba1abbd5438f4d,0,,"""Von einem sensationellen Erlebnis zum anderen getrieben..."" - Kriminalheftromane und die Zeitgestalt 'Serialität' in den 1920er und 1930er Jahren","Weiland, Gudrun",9783863953096,,Universitätsverlag Göttingen,German,,C; C,book,
fcbaaf59faf1dc9f2bce7e01b60f8e4a,0,,"""Wir schützen unseren Park"" - Aushandlungsprozesse von Räumen, Identitäten und Institutionen im Pendjari-Nationalpark (Benin)","Kesseler, Sascha",9783863952624,,Universitätsverlag Göttingen,German,,Pendjari National Park; showcase; participatory management approaches; Pendjari National Park; showcase; participatory management approaches,book,
783aae593a4e734104173fb982b9e25d,0,,"'A Peep at the Blacks'. A History of Tourism at Coranderrk Aboriginal Station, 1863-1924","Clark, Ian",9783110468243 9783110468588,264,De Gruyter,English,,"Aboriginal history, tourism in Australia, history of tourism, historical geography, Australia",book,
db360d44bde6d0f24404768fb4d84745,0,,Les 'autres' rois,"Hiltmann, Torsten",9783486989304,175,De Gruyter,"French, German",,,book,
22bff664b75d8beedb00cf3b1cf3d523,0,,Der 'Gefährder' und das 'Gefährdungsrecht' - eine rechtssoziologische Analyse am Beispiel der Urteile des Bundesverfassungsgerichts über die nachträgliche Sicherungsverwahrung und die akustische Wohnraumüberwachung,"Böhm, María Laura",9783863950040,363,Universitätsverlag Göttingen,German,,sociology of law; criminal law; prison regime; basic right; preventive detention; sociology of law; criminal law; prison regime; basic right; preventive detention,book,
956832f9e7584c5303885a15ec1d9979,0,,'Indisch is een gevoel'.De tweede en derde generatie Indische Nederlanders,"Vries de ,M",9789089641250,424,Amsterdam University Press,Dutch,,indische Nederlanders; generaties,book,
b4a508827a76c41c07f4e34803f5a02f,0,,'My Name Is Not Natasha' : How Albanian Women in France Use Trafficking to Overcome Social Exclusion (1998-2001),"Davies ,John",9789053567074,324,Amsterdam University Press,English,,Popular science; Wetenschap algemeen,book,
ce5fe1545d7889d1464653367a2fac76,0,,"A 'special relationship'?: Harold Wilson, Lyndon B Johnson and Anglo-American relations 'at the summit', 1964-8","Colman ,Jonathan",9780719070105,,Manchester University Press,English,,transatlantic; diplomacy; britain; america; politics,book,
31c859deffc66958fe381431a8e4649d,0,,"'Targeted' Experiences of Racism in NSW after September 11, 2001 ﻿",Tanja Dreher,9781863654203,38,UTS ePRESS,English,,Racism;  September 11;  New South Wales;  Australia;  Community Relations Commission For a Multicultural NSW;  Violence;  Verbal Abuse,book,
6e80367c81461c4e25f68ecc4afe3108,0,,'The Most Dreadful Visitation': Male Madness in Victorian Fiction,"Pedlar ,Valerie",9780853238393,192,Liverpool University Press,English,,Victorian; Madness; Male; Victoriaans; Gekte; Mannen,book,
1e9dbb90b5e3f28cdfed79fdda84efce,0,,"'The truest form of patriotism': Pacifist feminism in Britain, 1870-1902","Brown ,Heloise",9780719065309,,Manchester University Press,English,,victorian; feminism; pacifism,book,
dc41b87f9ae9acd61256613ac09ef4d7,0,,(De)formierte Körper - Die Wahrnehmung und das Andere im Mittelalter,"Antunes, Gabriela; Reich, Björn",9783863950248,198,Universitätsverlag Göttingen,German,,HB; HB,book,
0d89d4938d98414910aafd66e619dc9e,0,,(De)formierte Körper 2 - Die Wahrnehmung und das Andere im Mittelalter,"Antunes, Gabriela; Reich, Björn; Stange, Carmen",9783863951610,327,Universitätsverlag Göttingen,German,,Dis/Ability Studies; History; Middleage; Body concept; Physical deformation; Dis/Ability Studies; History; Middleage; Body concept; Physical deformation,book,
60908d9ad132fd15dcbf9adb02e7205f,0,,(Des)encontros trabalho-família: narrativas de familiares de trabalhadores migrantes do setor de produção de energia hidrelétrica,"Duarte, Daniele Almeida",9788579837012,237,SciELO Books - Editora UNESP,pt,,PSYCHOLOGY,book,
5dd98ec12fb5d720ac036e4190a07f41,0,,(Im)pertinências da educação: o trabalho educativo em pesquisa,"Oliveira, Maria Lúcia de",9788579830228,193,SciELO Books - Editora UNESP,PT,,PSYCHOLOGY,book,
720de88d6191c469188ecb210a86ed3c,0,,(Open) Linked Data in Bibliotheken,"Danowski, Patrick; Pohl, Adrian",9783110278736 9783110276343,"vi, 244",De Gruyter,German,,"Libraries, hyperlinks, Internet",book,
b31688e855260f6dee84db71b135d990,0,,(R)apports textuels,"Éric Athenot, Arnaud Regnauld (dir.)",9782869062306 9782869064843,,Presses universitaires François-Rabelais,fr,,"intertextualité, littérature de langue anglaise, épistémologie",book,
9ab1229619b9c01663c8ae5929226df4,0,,(Re)Mapping the centres Membership and State,Trevor Harris (dir.),9782869064737,,Presses universitaires François-Rabelais,en,,"nationalisme, identité collective, marginalité, littérature de langue anglaise",book,
a8d2aba97189a5ad88624ebf93e28f79,0,,(Re-)Framing the Arab/Muslim : Mediating Orientalism in Contemporary Arab American Life Writing,"Schmidt ,Silke",9783837629156 9783839429150,,transcript Verlag,English,,Anthropology; Orientalism; Framing; Life Writing; Media; 9/11; Postcolonialism; Culture; Postcolonial Studies; Cultural Studies; Media Studies; America,book,
eb1404c1b4d84562935fee084d695205,0,,100 Jahre Georgia Augusta Gottingensis - (K)ein Grund zum Feiern - Prosa und Dichtung über die Säkularfeier 1837,"Schreiner, Sonja",9783941875456,122,Universitätsverlag Göttingen,German,,History of the Georg-August-University Goettingen; Literature; History of the Georg-August-University Goettingen; Literature,book,
1c87cc993c7c642ffab915453bb36146,0,,100 Years of Chronogeometrodynamics: the Status of the Einstein's Theory of Gravitation in Its Centennial Year,Lorenzo Iorio (Ed.); Elias C. Vagenas,9783038424826/9783038424833,"VIII, 462",MDPI AG - Multidisciplinary Digital Publishing Institute,English,,General Theory of Relativity,book,
6e0051b186e8dd1bbad2fcc67c2a809f,0,,Les 11-18 ans et les bibliothèques municipales,"Virginie Repaire, Cécile Touitou",9782842461263 9782842461263,,Éditions de la Bibliothèque publique d’information,fr,,"adolescents, bibliothèques municipales, lecture publique, pratique de lecture",book,
6abaee8fb12a80dacb81ac111262611f,0,,"14th CIRIAF National Congress – Energy, Environment and Sustainable Development",,9783038420972 9783038420989,"X, 164",MDPI AG - Multidisciplinary Digital Publishing Institute,English,,,book,
92dfa982aed613331ede8fe0bb4d9096,0,,"1795, pour une République sans Révolution",Roger Dupuy (dir.),9782753525962,,Presses universitaires de Rennes,fr,,"Révolution française, histoire de France, histoire politique, gouvernement, bourgeoisie",book,
98c943aac224d579825b1b2307f2f921,0,,Das 19. Jahrhundert als Mediengesellschaft,"Requate, Jörg",9783486989298 9783486591408,196,De Gruyter,"French, German",,,book,
42ed6a6a2cb704b10e0e125d375ebe9a,0,,1912-2012 El siglo de los comunistas chilenos,,9789563031423,563,Ariadna Ediciones,Spanish,,Chilean Communism; political history; 20th Century,book,
cb3321bfecf4265c972538d6701baafd,0,,1933 - Die Gleichschaltung des politischen Katholizismus in Baden,"Schmiesing, Jürgen",9783731500131,"V, 116 p.",KIT Scientific Publishing,deutsch (ger),,"Politischer Katholizismus, Nationalsozialismus, Gleichschaltung, Zentrumspartei, Baden",book,
6202460efb9a4a9b853acc47bc53a97c,0,,1941: Texas Goes to War,Lee/Barnes,9780929398297,,University of North Texas Press,,,,book,
f7a3faa743ada3305671e58c3652337c,0,,1970-2010 : les sciences de l’Homme en débat,"Hervé Inglebert, Yan Brailowsky (dir.)",9782840161349 9782821851191,,Presses universitaires de Paris Nanterre,fr,,"sciences humaines, épistémologie, réflexion, renouvellement",book,
4ba47d0e1a9ea207649ed57b1938b76e,0,,1984: a distopia do indivíduo sob controle,"Pavloski, Evanir",9788577982189,272,SciELO Books - Editora UEPG,pt,,LITERARY CRITICISM,book,
8e82185cc0e44d86861a5fb1880622ba,0,,2000 anos depois: o renascimento de Israel,"Lissovsky, Alexandre",9788579820038,547,SciELO Books - Centro Edelstein,PT,,HISTORY,book,
8704f9a58c6e8b4827204dbd5ed2ded7,0,,2001 A Folklore Odyssey,"Abernethy, Francis E",9781574411409,,University of North Texas Press,,,,book,
c9f7750f6e041e7326af7bbc47188483,0,,The 2006 Military Takeover in Fiji : A Coup to End All Coups?,"Stewart Firth ,Firth; Fraenkel ,Jon; Brij ,V.Lal",9781921536519,472,ANU Press,English,,Government; Politics and government; History; Fiji; 21th century,book,
27693b6401c73351981a8f087d853a0d,0,,2015: Which new directions for Alzheimer's disease?,Ludovic Martin,9782889195350,122,Frontiers Media SA,English,,Alzheimers disease; tau; Therapeutics; Aβ peptides; TREM2; microbiome; kinase inhibitors,book,
8b76226e94f79fb2391aedc5799ab717,0,,"21st Century Cooperation : Regional Public Goods, Global Governance, and Sustainable Development",,9781138722590 9781315185927,,Routledge,English,,Regional public goods; Regional leadership,book,
94aca9fcaeab2b6edd7131e8daa32e28,0,,Les 25 ans de la Bpi,"Dominique Arot, Chris Batt, Patrick Bazin, Martine Blanc-Montmayeur, Robert Damien, Claire Dartois, Christophe Evans, Françoise Gaudet, Claudia Lux, Michel Melot, Martine Poulain, Danielle Resche, Bernard Stiegler, Gary Strong, Valérie Tesnière, Caroline ",9782842460785 9782842462062,,Éditions de la Bibliothèque publique d’information,fr,,"bibliothèque, développement des collections, libre accès, politique documentaire, pratique de lecture",book,
391c19f3e84b6d9c094cec3458ab9d47,0,,"2e Atelier nitrate-eau. Evaluation du Programme de gestion durable de l'azote. 28 mai-1er juin 2012, Peyresq, France","Vandenberghe, Christophe (ed.); Colinet, Gilles (ed.); Destain, Jean-Pierre (ed.); Marcoen, Jean Marie (ed.)",9782870161241,,Presses agronomiques de Gembloux (Liege University),French,,,book,
e96dcc3b7f3137b1452fe9bea897bc62,0,,"2e Journée de réflexion de l'EDT GEPROC. Génie des procédés appliqué aux bio-industries, 16 décembre 2009, Faculté universitaire des Sciences agronomiques, Gembloux (Belgique)","Delvigne, Frank (ed.); Thonart, Philippe (ed.); Crine, Michel (ed.)",9782870161074,96,Presses agronomiques de Gembloux (Liege University),,,,book,
25945290b4bf8dbfc6f3e47aca02127c,0,,3.1 Etica di impresa,"Ciappei, Cristiano; Ninci, Debora",8884534305 8884534313,,Firenze University Press,Italian,,Economy; Business & management; Economia; Imprese; Gestione d'impresa,book,
eb1d879e57299feb0cb68ba104b71429,0,,"30 Years After Les Immatériaux: Art, Science and Theory","Broeckmann, Andreas; Hui, Yuk",9783957960306 9783957960313,,meson press,English,,Art; Postmodernity,book,
82bcc5011e10caef65f0328afabf1044,0,,30 years of the Comet Assay: an overview with some new insights,Amaya Azqueta; Sabine Langie; Andrew Collins,9782889196494,174,Frontiers Media SA,English,,Alkaline comet assay; DNA Damage; DNA Repair; Genotoxicity testing; human biomonitoring; Ecotoxicology; nanotoxicology; clinical applications; Quality control; high throughput,book,
e7da6eee9fd9188bd57e047b6f4dc2f9,0,,30 years old: O-GlcNAc Reaches Age of Reason - Regulation of Cell Signaling and Metabolism by O-GlcNAcylation,Tony Lefebvre; Tarik Issad,9782889195916,113,Frontiers Media SA,English,,O GlcNAcylation; OGT; OGA; Hexosamine biosynthetic pathway; Cell signaling; Metabolism; nutrition; Cancer; epigenetics; Inflammation,book,
b107f350af5d9fe20ef621a82ef16631,0,,3D City Models and urban information: Current issues and perspectives European COST Action TU0801,R. Billen; A.-F. Cutting-Decelle; O. Marina;  J.-P. de Almeida; Caglioni M.; G. Falquet; T. Leduc; C. Métral; G. Moreau; J. Perret; G. Rabin; R. San Jose; I. Yatskiv; S. Zlatanova,9782759811533,,EDP SCIENCES,English,,City models,book,
ea452f3ec4fe21314fbeb6f221a74ec8,0,,3D Printing of Metals,Manoj Gupta (Ed.),9783038425915/9783038425922,"VIII, 156",MDPI AG - Multidisciplinary Digital Publishing Institute,English,,"3D printing, additive manufacturing, electron beam melting, selective laser melting, laser metal deposition, aluminum, titanium, magnesium, composites",book,
d128195ebc1261d1531b33394997f088,0,,3D Printing with Biomaterials - Towards a Sustainable and Circular Economy,A.J.M. van Wijk; I. van Wijk,9781614994855 9781614994862,86,IOS Press,English,,3d printing; design; product development; additive manufacturing; 0n-demandbiomaterials; sustainable; circular economy,book,
72f4b2577504890d9013f33e3a8fa582,0,,"3e Journée d'étude du Projet de Cartographie Numérique des Sols de Wallonie. L'information pédologique... comment mieux la valoriser : vers un système d'information sur les sols ? 24 novembre 2010, Espace Senghor, Gembloux Agro-Bio Tech (Belgique)","Bock, Laurent (ed.); Colinet, Gilles (ed.); Demarcin, Pierre (ed.); Legrain, Xavier (ed.)",9782870161166,116,Presses agronomiques de Gembloux (Liege University),,,,book,
654f773c4800391b16d72fbccf922b03,0,,4.1 Il realismo strategico nel governo d'impresa,"Ciappei, Cristiano",888453304X 8884533058,,Firenze University Press,Italian,,Economy; Business & management; Economia; Gestione d'impresa,book,
d3a401c5bf80e3ae75faf3887bf25a33,0,,40 ans des sciences de l’éducation,Alain Vergnioux (dir.),9782841333486 9782841338214,,Presses universitaires de Caen,fr,,"éducation, sciences de l’éducation",book,
c79f7b812d7653936b0b0a007634d083,0,,"4000 Years of Migration and Cultural Exchange : The Archaeology of the Batanes Islands, Northern Philippines","Bellwood , Peter ; Dizon ,Eusebio ",9781925021271,254,ANU Press,English,,Archaeology; Batanes Islands; Philippines,book,
6aa8e45850fd0a1be4f70dd67cf3282d,0,,"50 years after the perceptron, 25 years after PDP: Neural computation in language sciences",Julien Mayor; Pablo Gomez; Franklin Chang; Gary Lupyan,9782889192571,180,Frontiers Media SA,English,,connectionism; Recurrent networks; interactive processing; probabilistic cognition; computational modeling; language acquisition; language processing; Speech Perception; word learning; computational linguistics,book,
e29ffb819b6febd0b6d5d646ab825f29,0,,"50th Anniversary of Adult Neurogenesis: Olfaction, Hippocampus and Beyond",Alino Martinez-Marcos; Jose L.Trejo; Laura Lopez-Mascaraque,9782889199631,243,Frontiers Media SA,English,,Alzheimer; Dopamine; glia; Epilepsy; Exercise; Stroke,book,
64c5e51dc3ecf312ca666f2edf14d666,0,,60 Jahre Studium Generale und 20 Jahre Angewandte Kulturwissenschaft : Entstehung - Dokumente - Konzeptionen,"Robertson-von Trotha ,Caroline Y.",9783866444393,316,KIT Scientific Publishing,German,,cultural studies; higher education; organization of education; Kulturwissenschaft; Geschichte der Kulturwissenschaft,book,
0eb70fbeb90b79424cf65081aa939d48,0,,60 Years of CERN Experiments and Discoveries,Herwig Schopper; Luigi Di Lella,9789814644150,452,World Scientific Publishing Co.,ENGLISH,,CERN;  Particle Physics Experiments ,book,
ececec67ffed9096d92ab67ff3bbd5a7,0,,À beira da linha: formações urbanas da Noroeste Paulista,"Ghirardello, Nilson",9788539302420,235,SciELO Books - Editora UNESP,PT,,TECHNOLOGY & ENGINEERING,book,
169f30939f78806f1a1178bb4539b894,0,,À ciel ouvert,Ariela Epstein,9782753536050 9782753552715,,Presses universitaires de Rennes,fr,,"art, Uruguay, Montevideo, graffiti, culture, culture urbaine, slogans politiques, anthropologie",book,
